2021-04-19 20:53:37,54811.111111111124
2021-04-19 20:54:58,53535.66666666666
2021-04-19 20:56:52,55052.888888888876
2021-04-19 20:57:56,54849.0
2021-04-19 20:59:09,54933.888888888876
2021-04-19 21:00:10,54862.0
2021-04-23 15:31:44,55003.44444444444
2021-04-23 15:32:48,55110.44444444444
2021-04-23 15:33:40,53760.55555555556
2021-04-23 15:34:54,55171.44444444444
2021-04-25 16:07:52,52052.88888888889
2021-04-26 08:40:14,44625.22222222222
2021-04-27 18:37:18,51762.444444444445
2021-04-27 18:39:11,50248.22222222222
2021-04-27 18:39:42,50419.66666666667
2021-04-27 18:57:13,55174.555555555555
2021-04-27 18:58:06,51236.333333333336
2021-04-27 18:59:15,50106.88888888889
